pollno,race,year,location,type_simple,type_detail,pollster,partisan,polldate,samplesize,cand1_name,cand1_pct,cand2_name,cand2_pct,cand3_pct,margin_poll,electiondate,cand1_actual,cand2_actual,margin_actual,error,bias,rightcall,comment
5386352,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Marist College,NA,11/1/12,1253,Democrat,51,Republican,45,NA,6,11/6/12,50.58,47.6,2.98,3.02,3.02,1,aka NBC/Marist
5386353,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/1/12,750,Democrat,49,Republican,49,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5386354,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,11/1/12,2318,Democrat,44.7,Republican,42.7,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,NA
5386355,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Purple Strategies,NA,11/1/12,1000,Democrat,47,Republican,46,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386356,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,11/1/12,1500,Democrat,47.4,Republican,50.4,NA,-3,11/6/12,51.01,47.15,3.86,6.86,-6.86,0,NA
5386357,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Ipsos,NA,11/1/12,1065,Democrat,48,Republican,45,NA,3,11/6/12,51.16,47.28,3.88,0.88,-0.88,1,"previously listed as Ipsos, online"
5386358,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Mellman Group,NA,11/1/12,800,Democrat,48,Republican,45,NA,3,11/6/12,51.16,47.28,3.88,0.88,-0.88,1,NA
5386374,2012_Pres-G_AZ,2012,AZ,Pres-G,Pres-G,YouGov,NA,11/2/12,702,Democrat,44,Republican,52,NA,-8,11/6/12,44.45,53.48,-9.03,1.03,1.03,1,NA
5386375,2012_Pres-G_CA,2012,CA,Pres-G,Pres-G,YouGov,NA,11/2/12,1575,Democrat,55,Republican,40,NA,15,11/6/12,60.16,37.07,23.09,8.09,-8.09,1,NA
5386376,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,YouGov,NA,11/2/12,752,Democrat,48,Republican,47,NA,1,11/6/12,51.45,46.09,5.36,4.36,-4.36,1,NA
5386377,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,Public Policy Polling,NA,11/2/12,1220,Democrat,55,Republican,42,NA,13,11/6/12,58.06,40.72,17.34,4.34,-4.34,1,NA
5386378,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,YouGov,NA,11/2/12,895,Democrat,54,Republican,39,NA,15,11/6/12,58.06,40.72,17.34,2.34,-2.34,1,NA
5386379,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Angus Reid Global,NA,11/2/12,525,Democrat,49,Republican,49,NA,0,11/6/12,49.9,49.03,0.87,0.87,-0.87,0.5,NA
5386380,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,YouGov,NA,11/2/12,1621,Democrat,47,Republican,48,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,NA
5386381,2012_Pres-G_GA,2012,GA,Pres-G,Pres-G,YouGov,NA,11/2/12,1070,Democrat,44,Republican,52,NA,-8,11/6/12,45.39,53.19,-7.8,0.2,-0.2,1,NA
5386382,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Grove Insight,NA,11/2/12,500,Democrat,47,Republican,44,NA,3,11/6/12,51.99,46.18,5.81,2.81,-2.81,1,NA
5386383,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,YouGov,NA,11/2/12,1040,Democrat,48,Republican,47,NA,1,11/6/12,51.99,46.18,5.81,4.81,-4.81,1,NA
5386384,2012_Pres-G_IL,2012,IL,Pres-G,Pres-G,YouGov,NA,11/2/12,1126,Democrat,57,Republican,38,NA,19,11/6/12,57.5,40.66,16.84,2.16,2.16,1,NA
5386385,2012_Pres-G_IN,2012,IN,Pres-G,Pres-G,YouGov,NA,11/2/12,768,Democrat,44,Republican,51,NA,-7,11/6/12,43.84,54.04,-10.2,3.2,3.2,1,NA
5386386,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,Public Policy Polling,NA,11/2/12,1089,Democrat,57,Republican,42,NA,15,11/6/12,60.67,37.52,23.15,8.15,-8.15,1,NA
5386387,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,University of Massachusetts Lowell,NA,11/2/12,800,Democrat,57,Republican,37,NA,20,11/6/12,60.67,37.52,23.15,3.15,-3.15,1,previously listed as University Massachusetts Lowell
5386388,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,YouGov,NA,11/2/12,811,Democrat,57,Republican,37,NA,20,11/6/12,60.67,37.52,23.15,3.15,-3.15,1,NA
5386389,2012_Pres-G_MD,2012,MD,Pres-G,Pres-G,YouGov,NA,11/2/12,705,Democrat,59,Republican,37,NA,22,11/6/12,61.97,35.9,26.07,4.07,-4.07,1,NA
5386390,2012_Pres-G_ME,2012,ME,Pres-G,Pres-G,Public Policy Polling,NA,11/2/12,1633,Democrat,55,Republican,42,NA,13,11/6/12,56.27,40.98,15.29,2.29,-2.29,1,NA
5386391,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Angus Reid Global,NA,11/2/12,502,Democrat,52,Republican,47,NA,5,11/6/12,54.04,44.58,9.46,4.46,-4.46,1,NA
5386392,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Baydoun Consulting,NA,11/2/12,1913,Democrat,46.24,Republican,46.86,NA,-0.62,11/6/12,54.04,44.58,9.46,10.08,-10.08,0,NA
5386393,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Public Policy Polling,NA,11/2/12,700,Democrat,52,Republican,46,NA,6,11/6/12,54.04,44.58,9.46,3.46,-3.46,1,NA
5386394,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,YouGov,NA,11/2/12,1091,Democrat,51,Republican,44,NA,7,11/6/12,54.04,44.58,9.46,2.46,-2.46,1,NA
5386395,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,SurveyUSA,NA,11/2/12,556,Democrat,52,Republican,41,NA,11,11/6/12,52.65,44.96,7.69,3.31,3.31,1,NA
5386396,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,YouGov,NA,11/2/12,790,Democrat,52,Republican,44,NA,8,11/6/12,52.65,44.96,7.69,0.31,0.31,1,NA
5386397,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,YouGov,NA,11/2/12,779,Democrat,42,Republican,53,NA,-11,11/6/12,44.28,53.64,-9.36,1.64,-1.64,1,NA
5386398,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,YouGov,NA,11/2/12,1500,Democrat,47,Republican,49,NA,-2,11/6/12,48.35,50.39,-2.04,0.04,0.04,1,NA
5386399,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,YouGov,NA,11/2/12,690,Democrat,47,Republican,43,NA,4,11/6/12,51.98,46.4,5.58,1.58,-1.58,1,NA
5386400,2012_Pres-G_NJ,2012,NJ,Pres-G,Pres-G,YouGov,NA,11/2/12,987,Democrat,53,Republican,41,NA,12,11/6/12,58.25,40.5,17.75,5.75,-5.75,1,NA
5386401,2012_Pres-G_NM,2012,NM,Pres-G,Pres-G,YouGov,NA,11/2/12,650,Democrat,49,Republican,43,NA,6,11/6/12,52.99,42.84,10.15,4.15,-4.15,1,NA
5386402,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,YouGov,NA,11/2/12,732,Democrat,49,Republican,45,NA,4,11/6/12,52.36,45.68,6.68,2.68,-2.68,1,NA
5386403,2012_Pres-G_NY,2012,NY,Pres-G,Pres-G,YouGov,NA,11/2/12,1430,Democrat,59,Republican,36,NA,23,11/6/12,63.35,35.17,28.18,5.18,-5.18,1,NA
5386404,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Grove Insight,NA,11/2/12,500,Democrat,49,Republican,45,NA,4,11/6/12,50.58,47.6,2.98,1.02,1.02,1,NA
5386405,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,University of Cincinnati (Ohio Poll),NA,11/2/12,901,Democrat,50,Republican,48.5,NA,1.5,11/6/12,50.58,47.6,2.98,1.48,-1.48,1,NA
5386406,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,YouGov,NA,11/2/12,1620,Democrat,49,Republican,46,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5386407,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Muhlenberg College,NA,11/2/12,430,Democrat,49,Republican,46,NA,3,11/6/12,51.96,46.58,5.38,2.38,-2.38,1,NA
5386408,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,YouGov,NA,11/2/12,1273,Democrat,52,Republican,44,NA,8,11/6/12,51.96,46.58,5.38,2.62,2.62,1,NA
5386409,2012_Pres-G_SD,2012,SD,Pres-G,Pres-G,Nielson Brothers Polling,NA,11/2/12,633,Democrat,41,Republican,53,NA,-12,11/6/12,39.87,57.89,-18.02,6.02,6.02,1,NA
5386410,2012_Pres-G_TN,2012,TN,Pres-G,Pres-G,YouGov,NA,11/2/12,697,Democrat,42,Republican,53,NA,-11,11/6/12,39.04,59.42,-20.38,9.38,9.38,1,NA
5386411,2012_Pres-G_TX,2012,TX,Pres-G,Pres-G,YouGov,NA,11/2/12,1563,Democrat,38,Republican,57,NA,-19,11/6/12,41.35,57.13,-15.78,3.22,-3.22,1,NA
5386412,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Angus Reid Global,NA,11/2/12,1019,Democrat,51,Republican,48,NA,3,11/6/12,51.01,47.15,3.86,0.86,-0.86,1,NA
5386413,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,11/2/12,2527,Democrat,45.7,Republican,42,NA,3.7,11/6/12,51.01,47.15,3.86,0.16,-0.16,1,NA
5386414,2012_Pres-G_US,2012,US,Pres-G,Pres-G,NBC News/Wall Street Journal,NA,11/2/12,1475,Democrat,48,Republican,47,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386415,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Pew Research Center,NA,11/2/12,2709,Democrat,48,Republican,45,NA,3,11/6/12,51.01,47.15,3.86,0.86,-0.86,1,NA
5386416,2012_Pres-G_US,2012,US,Pres-G,Pres-G,RAND (American Life Panel),NA,11/2/12,3500,Democrat,49.5,Republican,46.18,NA,3.32,11/6/12,51.01,47.15,3.86,0.54,-0.54,1,NA
5386417,2012_Pres-G_US,2012,US,Pres-G,Pres-G,YouGov,NA,11/2/12,36472,Democrat,48.5,Republican,46.5,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,NA
5386418,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Marist College,NA,11/2/12,1165,Democrat,48,Republican,47,NA,1,11/6/12,51.16,47.28,3.88,2.88,-2.88,1,aka NBC/Marist
5386419,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,YouGov,NA,11/2/12,1497,Democrat,48,Republican,46,NA,2,11/6/12,51.16,47.28,3.88,1.88,-1.88,1,NA
5386420,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,Public Policy Polling,NA,11/2/12,932,Democrat,53,Republican,46,NA,7,11/6/12,55.8,41.03,14.77,7.77,-7.77,1,NA
5386421,2012_Pres-G_WA,2012,WA,Pres-G,Pres-G,YouGov,NA,11/2/12,837,Democrat,54,Republican,40,NA,14,11/6/12,55.8,41.03,14.77,0.77,-0.77,1,NA
5386422,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Angus Reid Global,NA,11/2/12,454,Democrat,53,Republican,46,NA,7,11/6/12,52.83,45.89,6.94,0.06,0.06,1,NA
5386423,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Grove Insight,NA,11/2/12,500,Democrat,48,Republican,42,NA,6,11/6/12,52.83,45.89,6.94,0.94,-0.94,1,NA
5386424,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,YouGov,NA,11/2/12,1225,Democrat,50,Republican,46,NA,4,11/6/12,52.83,45.89,6.94,2.94,-2.94,1,NA
5386469,2012_Pres-G_AZ,2012,AZ,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,1080,Democrat,46,Republican,53,NA,-7,11/6/12,44.45,53.48,-9.03,2.03,2.03,1,NA
5386470,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,"Keating Research, Inc.",NA,11/3/12,603,Democrat,50,Republican,46,NA,4,11/6/12,51.45,46.09,5.36,1.36,-1.36,1,NA
5386471,2012_Pres-G_CT,2012,CT,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,53.5,Republican,44.2,NA,9.3,11/6/12,58.06,40.72,17.34,8.04,-8.04,1,NA
5386472,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,American Research Group,NA,11/3/12,600,Democrat,48,Republican,49,NA,-1,11/6/12,51.99,46.18,5.81,6.81,-6.81,0,NA
5386473,2012_Pres-G_MA,2012,MA,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,55.5,Republican,42.1,NA,13.4,11/6/12,60.67,37.52,23.15,9.75,-9.75,1,NA
5386474,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,835,Democrat,45,Republican,53,NA,-8,11/6/12,44.28,53.64,-9.36,1.36,1.36,1,NA
5386475,2012_Pres-G_MO,2012,MO,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,42.7,Republican,55,NA,-12.3,11/6/12,44.28,53.64,-9.36,2.94,-2.94,1,NA
5386476,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,836,Democrat,45,Republican,52,NA,-7,11/6/12,41.66,55.3,-13.64,6.64,6.64,1,NA
5386477,2012_Pres-G_MT,2012,MT,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,44.1,Republican,53.5,NA,-9.4,11/6/12,41.66,55.3,-13.64,4.24,4.24,1,NA
5386478,2012_Pres-G_NE,2012,NE,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,38.1,Republican,60.1,NA,-22,11/6/12,38.03,59.8,-21.77,0.23,-0.23,1,NA
5386479,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,American Research Group,NA,11/3/12,600,Democrat,49,Republican,49,NA,0,11/6/12,51.98,46.4,5.58,5.58,-5.58,0.5,NA
5386480,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,University of New Hampshire,NA,11/3/12,783,Democrat,50,Republican,46,NA,4,11/6/12,51.98,46.4,5.58,1.58,-1.58,1,NA
5386481,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Angus Reid Global,NA,11/3/12,540,Democrat,51,Republican,48,NA,3,11/6/12,50.58,47.6,2.98,0.02,0.02,1,NA
5386482,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,SurveyUSA,NA,11/3/12,803,Democrat,49,Republican,44,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5386483,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,47.9,Republican,50.6,NA,-2.7,11/6/12,50.58,47.6,2.98,5.68,-5.68,0,NA
5386484,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Angus Reid Global,NA,11/3/12,507,Democrat,51,Republican,47,NA,4,11/6/12,51.96,46.58,5.38,1.38,-1.38,1,NA
5386485,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,790,Democrat,52,Republican,46,NA,6,11/6/12,51.96,46.58,5.38,0.62,0.62,1,NA
5386486,2012_Pres-G_US,2012,US,Pres-G,Pres-G,ABC News/Washington Post,NA,11/3/12,2345,Democrat,50,Republican,47,NA,3,11/6/12,51.01,47.15,3.86,0.86,-0.86,1,NA
5386487,2012_Pres-G_US,2012,US,Pres-G,Pres-G,American Research Group,NA,11/3/12,1200,Democrat,49,Republican,49,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386488,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CNN/Opinion Research Corp.,NA,11/3/12,693,Democrat,48.5,Republican,48.5,2,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386489,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Gallup,NA,11/3/12,2551,Democrat,48,Republican,49,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5386490,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,11/3/12,2727,Democrat,44,Republican,45,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5386491,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Greenberg Quinlan Rosner (Democracy Corps),NA,11/3/12,1080,Democrat,49,Republican,45,NA,4,11/6/12,51.01,47.15,3.86,0.14,0.14,1,aka Democracy Corps
5386492,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Ipsos,NA,11/3/12,4725,Democrat,48,Republican,46,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,"previously listed as Ipsos, online"
5386493,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Monmouth University,NA,11/3/12,1417,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,aka Monmouth U.
5386494,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,1200,Democrat,50,Republican,48,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,NA
5386495,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,1300,Democrat,50,Republican,48,NA,2,11/6/12,51.01,47.15,3.86,1.86,-1.86,1,aka PPP/Daily Kos/SEIU
5386496,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/3/12,3000,Democrat,48,Republican,49,NA,-1,11/6/12,51.01,47.15,3.86,4.86,-4.86,0,NA
5386497,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1500,Democrat,48.3,Republican,50.5,NA,-2.2,11/6/12,51.01,47.15,3.86,6.06,-6.06,0,NA
5386498,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,TCJ Research,NA,11/3/12,1000,Democrat,47.8,Republican,50.8,NA,-3,11/6/12,51.16,47.28,3.88,6.88,-6.88,0,NA
5386499,2012_Pres-G_WI,2012,WI,Pres-G,Pres-G,Public Policy Polling,NA,11/3/12,1256,Democrat,51,Republican,48,NA,3,11/6/12,52.83,45.89,6.94,3.94,-3.94,1,NA
5386521,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Ipsos,NA,11/4/12,774,Democrat,48,Republican,47,NA,1,11/6/12,51.45,46.09,5.36,4.36,-4.36,1,"previously listed as Ipsos, online"
5386522,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,1096,Democrat,52,Republican,46,NA,6,11/6/12,51.45,46.09,5.36,0.64,0.64,1,NA
5386523,2012_Pres-G_CO,2012,CO,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,48,Republican,50.6,NA,-2.6,11/6/12,51.45,46.09,5.36,7.96,-7.96,0,NA
5386524,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Opinion Savvy/InsiderAdvantage,NA,11/4/12,437,Democrat,47,Republican,52,NA,-5,11/6/12,49.9,49.03,0.87,5.87,-5.87,0,previously listed as InsiderAdvantage
5386525,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Ipsos,NA,11/4/12,769,Democrat,47,Republican,48,NA,-1,11/6/12,49.9,49.03,0.87,1.87,-1.87,0,"previously listed as Ipsos, online"
5386526,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,955,Democrat,50,Republican,49,NA,1,11/6/12,49.9,49.03,0.87,0.13,0.13,1,NA
5386527,2012_Pres-G_FL,2012,FL,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,46.8,Republican,51.4,NA,-4.6,11/6/12,49.9,49.03,0.87,5.47,-5.47,0,NA
5386528,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,1122,Democrat,50,Republican,48,NA,2,11/6/12,51.99,46.18,5.81,3.81,-3.81,1,NA
5386529,2012_Pres-G_IA,2012,IA,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,48.4,Republican,50.4,NA,-2,11/6/12,51.99,46.18,5.81,7.81,-7.81,0,NA
5386530,2012_Pres-G_MI,2012,MI,Pres-G,Pres-G,Mitchell Research & Communications,NA,11/4/12,1305,Democrat,51,Republican,46,NA,5,11/6/12,54.04,44.58,9.46,4.46,-4.46,1,NA
5386531,2012_Pres-G_MN,2012,MN,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,50.3,Republican,48.1,NA,2.2,11/6/12,52.65,44.96,7.69,5.49,-5.49,1,NA
5386532,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Gravis Marketing,NA,11/4/12,1130,Democrat,46,Republican,50,NA,-4,11/6/12,48.35,50.39,-2.04,1.96,-1.96,1,NA
5386533,2012_Pres-G_NC,2012,NC,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,926,Democrat,49.2,Republican,49.4,NA,-0.2,11/6/12,48.35,50.39,-2.04,1.84,1.84,1,NA
5386534,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,New England College,NA,11/4/12,687,Democrat,50,Republican,46,NA,4,11/6/12,51.98,46.4,5.58,1.58,-1.58,1,NA
5386535,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,1550,Democrat,50,Republican,48,NA,2,11/6/12,51.98,46.4,5.58,3.58,-3.58,1,NA
5386536,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/4/12,750,Democrat,50,Republican,48,NA,2,11/6/12,51.98,46.4,5.58,3.58,-3.58,1,NA
5386537,2012_Pres-G_NH,2012,NH,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,49,Republican,49.3,NA,-0.3,11/6/12,51.98,46.4,5.58,5.88,-5.88,0,NA
5386538,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,750,Democrat,51,Republican,47,NA,4,11/6/12,52.36,45.68,6.68,2.68,-2.68,1,NA
5386539,2012_Pres-G_NV,2012,NV,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,51.2,Republican,47.1,NA,4.1,11/6/12,52.36,45.68,6.68,2.58,-2.58,1,NA
5386540,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Ipsos,NA,11/4/12,680,Democrat,50,Republican,46,NA,4,11/6/12,50.58,47.6,2.98,1.02,1.02,1,"previously listed as Ipsos, online"
5386541,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,1000,Democrat,52,Republican,47,NA,5,11/6/12,50.58,47.6,2.98,2.02,2.02,1,NA
5386542,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Rasmussen Reports/Pulse Opinion Research,NA,11/4/12,750,Democrat,49,Republican,49,NA,0,11/6/12,50.58,47.6,2.98,2.98,-2.98,0.5,NA
5386543,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,47.6,Republican,51,NA,-3.4,11/6/12,50.58,47.6,2.98,6.38,-6.38,0,NA
5386544,2012_Pres-G_PA,2012,PA,Pres-G,Pres-G,TCJ Research,NA,11/4/12,1000,Democrat,50,Republican,48.3,NA,1.7,11/6/12,51.96,46.58,5.38,3.68,-3.68,1,NA
5386545,2012_Pres-G_US,2012,US,Pres-G,Pres-G,CVOTER International,NA,11/4/12,3000,Democrat,49,Republican,48,NA,1,11/6/12,51.01,47.15,3.86,2.86,-2.86,1,NA
5386546,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,11/4/12,2530,Democrat,44.8,Republican,44.5,NA,0.3,11/6/12,51.01,47.15,3.86,3.56,-3.56,1,NA
5386547,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Gravis Marketing,NA,11/4/12,872,Democrat,48,Republican,48,NA,0,11/6/12,51.01,47.15,3.86,3.86,-3.86,0.5,NA
5386548,2012_Pres-G_US,2012,US,Pres-G,Pres-G,IBD/TIPP,NA,11/4/12,712,Democrat,50.3,Republican,48.7,NA,1.6,11/6/12,51.01,47.15,3.86,2.26,-2.26,1,NA
5386549,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Ipsos,NA,11/4/12,828,Democrat,48,Republican,46,NA,2,11/6/12,51.16,47.28,3.88,1.88,-1.88,1,"previously listed as Ipsos, online"
5386550,2012_Pres-G_VA,2012,VA,Pres-G,Pres-G,Public Policy Polling,NA,11/4/12,975,Democrat,51,Republican,47,NA,4,11/6/12,51.16,47.28,3.88,0.12,0.12,1,NA
5386561,2012_Pres-G_OH,2012,OH,Pres-G,Pres-G,Gravis Marketing,NA,11/5/12,1316,Democrat,49,Republican,48,NA,1,11/6/12,50.58,47.6,2.98,1.98,-1.98,1,NA
5386562,2012_Pres-G_US,2012,US,Pres-G,Pres-G,Google Consumer Surveys,NA,11/5/12,3252,Democrat,45.2,Republican,42.9,NA,2.3,11/6/12,51.01,47.15,3.86,1.56,-1.56,1,NA
5386563,2012_Pres-G_US,2012,US,Pres-G,Pres-G,TCJ Research,NA,11/5/12,1500,Democrat,46.5,Republican,50.8,NA,-4.3,11/6/12,51.01,47.15,3.86,8.16,-8.16,0,sample size not given; inferred from other polls by same group
